""	"gene"	"gene_coeff"	"taxa"	"taxa_coeff"
"34"	"MYCT1"	"-0.218019370392825"	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio"	"0.294676789462167"
"35"	"ERG"	"-0.127336422928263"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;coli"	"-0.0344032956934981"
"36"	"FAM241A"	"-0.163454488739085"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia"	"0.103935591979678"
"37"	"LAMB2"	"-0.0711689335906892"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae"	"-0.00620654196550368"
"38"	"MEOX1"	"-0.00264992838402137"	"Bacteria;Synergistetes;Synergistia;Synergistales"	"-0.0690452399248492"
"39"	"GJA5"	"-0.0154116265429353"	"Bacteria;Tenericutes;Mollicutes"	"0.000711938656229776"
"40"	"ITSN1"	"-0.2097806447661"	"Bacteria;TM7"	"0.0449330350354407"
"41"	"CLEC14A"	"-0.0828245388169386"	"Bacteria;Verrucomicrobia"	"0.00186078103043951"
"42"	"AFAP1L1"	"-0.0569813109045939"	"Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae"	"0.00166655532314581"
"43"	"RAMP2"	"-0.0461886242597452"	NA	NA
"44"	"ALDH1L2"	"-0.0937218698771318"	NA	NA
"45"	"BNC1"	"-0.0292248920232885"	NA	NA
"46"	"MAP3K8"	"-0.111007983397023"	NA	NA
"47"	"CENPJ"	"0.0194210427546836"	NA	NA
"48"	"CYTL1"	"-0.0206969724719275"	NA	NA
"49"	"NDST3"	"0.0786113893987662"	NA	NA
"50"	"CHRNG"	"0.00644990208748273"	NA	NA
"51"	"PQLC3"	"-0.0936276730583923"	NA	NA
"52"	"PANX1"	"-0.0528632982011377"	NA	NA
"53"	"PRSS35"	"-0.245276962457795"	NA	NA
"54"	"CAPN11"	"-0.0293422460605309"	NA	NA
"55"	"LPAR4"	"-0.310013534077506"	NA	NA
"56"	"MAPKAPK5"	"0.134181025699099"	NA	NA
