""	"gene"	"gene_coeff"	"taxa"	"taxa_coeff"
"24"	"IRAK1"	"0.0655300298565295"	"Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio"	"-0.165236363044802"
"25"	"LMBR1"	"0.0804283800117801"	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales"	"-0.0810757903939399"
"26"	"PHACTR2"	"0.0419909210727698"	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"	"-0.21140245718934"
"27"	"IFRD1"	"0.081545529187731"	"Bacteria;Proteobacteria;Gammaproteobacteria"	"-0.0591221980980238"
"28"	"TMEM164"	"0.240683691082297"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;coli"	"-0.0156092780572945"
"29"	"SSR4"	"0.11262359428738"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia"	"-0.0243546986120989"
"30"	"FKTN"	"0.02154705420472"	"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales"	"-0.154504592328967"
"31"	"MTHFD1L"	"0.0339278965778943"	"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae"	"-0.287053636312798"
"32"	"PUM3"	"0.178714308927168"	"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella"	"-0.300381981738732"
"33"	"URGCP"	"0.0352009880746211"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales"	"-0.151493783269213"
"34"	"IMPDH1"	"0.19799401274333"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae"	"-0.159719174909383"
"35"	"ELF4"	"0.105158284071905"	"Bacteria;TM7"	"-0.14456994103005"
"36"	"IGBP1"	"0.13990127508929"	"Bacteria;TM7;TM7-1"	"-0.18382182412134"
"37"	"PLEKHA8"	"0.0552589979877533"	NA	NA
"38"	"FUCA2"	"0.0761983900836726"	NA	NA
"39"	"FSD1L"	"0.206930732484793"	NA	NA
"40"	"UTP14A"	"0.449859178698166"	NA	NA
"41"	"DNAJC2"	"0.029885194089465"	NA	NA
"42"	"C6orf48"	"0.0397548949557803"	NA	NA
"43"	"CA13"	"0.271943068978328"	NA	NA
"44"	"ZNHIT1"	"0.0791284120085345"	NA	NA
"45"	"NDUFB11"	"0.000635470181352683"	NA	NA
"46"	"RSPH3"	"0.036975165012862"	NA	NA
"47"	"FTSJ1"	"0.0428170296058258"	NA	NA
"48"	"MTRF1L"	"0.0393652458948375"	NA	NA
"49"	"METTL2B"	"0.076024416570969"	NA	NA
"50"	"RMND1"	"0.188299830980281"	NA	NA
"51"	"CXorf56"	"0.155235896568173"	NA	NA
"52"	"LRRC4"	"0.0372157468623748"	NA	NA
