""	"gene"	"gene_coeff"	"taxa"	"taxa_coeff"
"38"	"CBX3"	"0.079344078089806"	"Bacteria;TM7;TM7-1"	"-0.179843720676839"
"39"	"GARS"	"0.0953768924728839"	NA	NA
"40"	"MDH2"	"0.0314441070580113"	NA	NA
"41"	"MED14"	"0.000419171773938325"	NA	NA
"42"	"EFNB1"	"0.0257642175207416"	NA	NA
"43"	"TMEM248"	"0.00149182056633535"	NA	NA
"44"	"CARMIL1"	"0.0340964844973195"	NA	NA
"45"	"FOXK1"	"0.0101886671939274"	NA	NA
"46"	"LMTK2"	"0.0294918053549958"	NA	NA
"47"	"RAPGEF5"	"0.0490058110089849"	NA	NA
"48"	"TMEM168"	"0.0102640707754629"	NA	NA
"49"	"PREP"	"0.0604773206668214"	NA	NA
"50"	"ZDHHC9"	"0.0171550870911123"	NA	NA
"51"	"OSBPL3"	"0.0326570761442361"	NA	NA
"52"	"PLOD3"	"0.0424158800265985"	NA	NA
"53"	"EIF2AK1"	"0.0631988374645168"	NA	NA
"54"	"BCAP31"	"0.00587700275195604"	NA	NA
"55"	"IER3"	"0.0258186580008769"	NA	NA
"56"	"SYNJ2"	"0.0411144162050466"	NA	NA
"57"	"CHCHD2"	"0.0275095654365988"	NA	NA
"58"	"PHF14"	"0.00257840487872125"	NA	NA
"59"	"PON2"	"0.0876397292816504"	NA	NA
"60"	"CLIP2"	"0.00665736446762791"	NA	NA
"61"	"BZW2"	"0.0971724580137535"	NA	NA
"62"	"TNPO3"	"0.00540473382913264"	NA	NA
"63"	"DPY19L1"	"0.0218914315298765"	NA	NA
"64"	"MAP3K5"	"0.0190056797323411"	NA	NA
"65"	"DKC1"	"0.0802653604906367"	NA	NA
"66"	"TOR4A"	"0.0584659208669332"	NA	NA
"67"	"MFSD14B"	"0.0108744256939125"	NA	NA
"68"	"DGAT1"	"0.00454575242012538"	NA	NA
"69"	"TRIM14"	"0.0114600831540603"	NA	NA
"70"	"MRRF"	"0.016086857045122"	NA	NA
"71"	"RALGPS1"	"0.00167804206503409"	NA	NA
"72"	"CLTA"	"0.0106495822886505"	NA	NA
"73"	"CLCN5"	"0.0238393876304339"	NA	NA
"74"	"KBTBD11"	"0.0540851051638971"	NA	NA
"75"	"CDK16"	"0.0494688640750624"	NA	NA
"76"	"POLD2"	"0.0716655211406953"	NA	NA
"77"	"NT5C3A"	"0.0669382264118408"	NA	NA
"78"	"IQCE"	"0.0561049738893022"	NA	NA
"79"	"SIGMAR1"	"0.0309711962946167"	NA	NA
"80"	"DDX56"	"0.0468599948562664"	NA	NA
"81"	"PUS7"	"0.0988973533266285"	NA	NA
"82"	"RALA"	"0.0309535031279848"	NA	NA
"83"	"LRRC1"	"0.0335469617334915"	NA	NA
"84"	"POR"	"0.0391583769549189"	NA	NA
"85"	"DTX2"	"0.0236518895529876"	NA	NA
"86"	"POM121"	"0.0472589930600866"	NA	NA
"87"	"AP1S1"	"0.0715450985571154"	NA	NA
"88"	"YKT6"	"0.0259269734293009"	NA	NA
"89"	"SLC25A13"	"0.0889992131038944"	NA	NA
"90"	"DCBLD1"	"0.0132515643736316"	NA	NA
"91"	"GUSB"	"0.0578381398054376"	NA	NA
"92"	"DNAAF5"	"0.104235224078638"	NA	NA
"93"	"TMEM63B"	"0.00221958525932827"	NA	NA
"94"	"TBL2"	"0.0826625853974852"	NA	NA
"95"	"SLC12A9"	"0.0204163802787772"	NA	NA
"96"	"SLC1A1"	"0.018873281344059"	NA	NA
"97"	"BUD23"	"0.00171715607463684"	NA	NA
"98"	"UTP14A"	"-0.844988187217742"	NA	NA
"99"	"SLC17A5"	"0.00746074366782524"	NA	NA
"100"	"WRNIP1"	"0.0247914811046615"	NA	NA
"101"	"SLC35D2"	"0.0417274287111314"	NA	NA
"102"	"SLC52A2"	"0.108127298944304"	NA	NA
"103"	"THEM6"	"0.0310855133370083"	NA	NA
"104"	"HUS1"	"0.0207908418862868"	NA	NA
"105"	"COX19"	"0.051998966688443"	NA	NA
"106"	"ALG2"	"0.00175260525454265"	NA	NA
"107"	"SLC25A43"	"0.0199411604904556"	NA	NA
"108"	"SEC61G"	"0.0535885703904383"	NA	NA
"109"	"SLC35A2"	"0.0140794943942994"	NA	NA
"110"	"NUPL2"	"0.00314683485578171"	NA	NA
"111"	"ORC5"	"0.00770617580515253"	NA	NA
"112"	"GGCT"	"0.0175396698487328"	NA	NA
"113"	"HPRT1"	"0.0561717316489345"	NA	NA
"114"	"PSMG3"	"0.0607761024167932"	NA	NA
"115"	"PLPP6"	"0.00221662708202072"	NA	NA
"116"	"UXT"	"0.00770648665355288"	NA	NA
"117"	"APTX"	"0.0178284544960608"	NA	NA
"118"	"MRPS2"	"0.0440111036849853"	NA	NA
"119"	"ELK1"	"0.00231424540667349"	NA	NA
"120"	"STYXL1"	"0.0706139865102542"	NA	NA
"121"	"NKRF"	"0.00808786254062166"	NA	NA
"122"	"DPM2"	"0.0671212146864664"	NA	NA
"123"	"RPL36A"	"0.0202950530388406"	NA	NA
"124"	"SMPD2"	"0.0505980018530172"	NA	NA
"125"	"BUD31"	"0.0219825283122763"	NA	NA
"126"	"RNF32"	"0.0013206612826283"	NA	NA
"127"	"AIMP2"	"0.0587646808215788"	NA	NA
"128"	"TTC26"	"0.00858669777809309"	NA	NA
"129"	"ARHGEF35"	"0.0554421227292593"	NA	NA
