""	"gene"	"gene_coeff"	"taxa"	"taxa_coeff"
"46"	"ELFN1"	"0.0662406741062309"	NA	NA
"47"	"SPATA18"	"0.0501908364076448"	NA	NA
"48"	"NFKBIA"	"0.049589894569298"	NA	NA
"49"	"RAB3A"	"0.0322257080706339"	NA	NA
"50"	"CHST1"	"0.0069198835815521"	NA	NA
"51"	"FTH1"	"0.0643240575760033"	NA	NA
"52"	"ZNF701"	"-0.00648429006641224"	NA	NA
"53"	"DUSP7"	"0.168879196723702"	NA	NA
"54"	"UBTD1"	"0.00181123686967763"	NA	NA
"55"	"IQCA1"	"0.132751863664338"	NA	NA
"56"	"PDZD9"	"-0.0826468444056158"	NA	NA
